2021-05-03, 15:18:41|24.5
2021-05-03, 15:18:51|24.5
2021-05-03, 15:19:08|24.6
2021-05-03, 15:19:12|24.5
2021-05-03, 15:19:33|26.4
2021-05-03, 15:19:37|26.4
2021-05-03, 15:19:52|24.6
2021-05-03, 15:20:02|24.5
2021-05-03, 15:20:33|24.5
2021-05-03, 15:38:19|24.4
2021-05-03, 15:38:23|24.4
2021-05-03, 15:38:27|24.4
2021-05-03, 15:38:31|24.4
2021-05-03, 15:38:35|24.3
2021-05-03, 15:38:40|24.4
2021-05-03, 15:38:50|24.4
2021-05-03, 15:39:00|24.4
2021-05-03, 15:39:04|24.3
2021-05-03, 15:39:13|26.1
2021-05-03, 15:39:17|26.2
2021-05-03, 15:39:43|24.4
2021-05-03, 15:40:10|26.1
2021-05-03, 15:40:48|26.2
2021-05-03, 15:41:11|26.4
2021-05-03, 15:41:28|26.5
2021-05-03, 15:41:55|24.4
2021-05-03, 15:42:11|24.5
2021-05-03, 15:42:25|24.4
2021-05-03, 15:42:39|24.5
2021-05-03, 15:43:05|26.2
2021-05-03, 15:43:22|26.4
2021-05-03, 15:43:37|26.2
2021-05-03, 15:48:55|26.2
2021-05-03, 15:43:52|26.1
2021-05-03, 15:44:11|26.1
2021-05-03, 15:49:04|24.6
2021-05-03, 15:44:25|26.1
2021-05-03, 15:44:43|26.2
2021-05-03, 15:45:02|26.1
2021-05-03, 15:49:08|24.6
2021-05-03, 15:45:25|26.2
2021-05-03, 15:45:46|26.2
2021-05-03, 15:46:08|26.1
2021-05-03, 15:49:12|24.6
2021-05-03, 15:47:55|26.0
2021-05-03, 15:49:16|24.6
2021-05-03, 15:49:07|24.6
2021-05-03, 15:49:20|24.6
2021-05-03, 15:49:59|26.2
2021-05-03, 15:49:30|24.5
2021-05-03, 15:50:29|26.1
2021-05-03, 15:49:41|26.2
2021-05-03, 15:49:57|26.2
2021-05-03, 15:50:01|26.2
2021-05-03, 15:50:05|26.4
2021-05-03, 15:50:25|26.2
2021-05-03, 15:52:05|26.2
2021-05-03, 15:53:10|24.5
2021-05-03, 15:53:31|26.2
2021-05-03, 15:53:53|26.3
2021-05-03, 15:54:23|24.5
2021-05-03, 15:55:03|26.2
2021-05-03, 15:55:30|24.6
2021-05-03, 15:55:48|24.6
2021-05-03, 15:56:06|24.6
2021-05-03, 15:56:22|24.6
2021-05-03, 15:56:47|24.5
2021-05-03, 15:57:00|24.5
2021-05-03, 15:57:16|24.5
2021-05-03, 15:58:07|24.5
2021-05-03, 15:58:38|24.5
2021-05-03, 16:53:28|26.8
2021-05-03, 16:54:00|24.7
2021-05-03, 16:54:04|24.7
2021-05-03, 16:54:13|27.0
2021-05-03, 16:54:18|27.1
2021-05-03, 16:54:22|27.1
2021-05-03, 16:54:26|27.2
2021-05-03, 16:54:36|27.3
2021-05-03, 16:54:46|27.2
2021-05-03, 16:54:56|27.1
2021-05-03, 16:55:10|27.4
2021-05-03, 16:55:52|24.8
2021-05-03, 16:56:13|24.8
2021-05-03, 16:56:41|27.0
2021-05-03, 16:57:27|26.9
2021-05-03, 16:57:44|27.0
