2021-05-03, 16:05:33|999
2021-05-03, 16:05:37|24.4
2021-05-03, 16:05:42|24.3
2021-05-03, 16:05:46|999
2021-05-03, 16:05:50|24.3
2021-05-03, 16:05:54|24.4
2021-05-03, 16:05:58|24.4
2021-05-03, 16:06:02|24.3
2021-05-03, 16:06:06|999
2021-05-03, 16:06:10|999
2021-05-03, 16:06:14|999
2021-05-03, 16:06:22|24.4
2021-05-03, 16:06:35|999
2021-05-03, 16:06:44|999
2021-05-03, 16:06:53|24.3
2021-05-03, 16:07:06|24.3
2021-05-03, 16:07:19|24.3
2021-05-03, 16:07:33|999
2021-05-03, 16:07:42|999
2021-05-03, 16:07:50|24.3
2021-05-03, 16:08:02|999
2021-05-03, 16:08:13|24.4
2021-05-03, 16:08:25|999
2021-05-03, 16:08:33|24.3
2021-05-03, 16:08:49|999
2021-05-03, 16:08:58|24.4
2021-05-03, 16:09:12|24.3
2021-05-03, 16:09:27|999
2021-05-03, 16:09:35|24.3
2021-05-03, 16:09:49|24.3
2021-05-03, 16:10:03|24.4
2021-05-03, 16:10:15|24.3
2021-05-03, 16:10:29|24.3
2021-05-03, 16:10:42|24.3
2021-05-03, 16:10:53|24.3
2021-05-03, 16:11:05|999
2021-05-03, 16:11:11|24.3
2021-05-03, 16:11:23|24.3
2021-05-03, 16:11:36|24.3
2021-05-03, 16:11:42|24.3
2021-05-03, 16:11:51|999
2021-05-03, 16:11:56|999
2021-05-03, 16:12:04|24.3
2021-05-03, 16:12:16|24.3
2021-05-03, 16:12:25|24.3
2021-05-03, 16:12:36|999
2021-05-03, 16:12:44|24.3
2021-05-03, 16:12:57|24.3
2021-05-03, 16:13:07|24.3
2021-05-03, 16:13:18|24.3
2021-05-03, 16:13:29|24.3
2021-05-03, 16:13:41|999
2021-05-03, 16:13:49|999
2021-05-03, 16:13:57|24.3
2021-05-03, 16:14:11|24.3
2021-05-03, 16:14:22|24.2
2021-05-03, 16:14:32|999
2021-05-03, 16:14:39|24.3
2021-05-03, 16:14:52|24.2
